Week,BE,BG,CZ,DK1,DK2,DELU,EE,SEM,EL,ES,FR,HR,IT,LV,LT,HU,NL,AT,PL,PT,RO,SI,SK,FI,SE1,SE2,SE3,SE4,GB,NO1,NO2,NO3,NO4,NO5,CH,ME,MK,AL,RS,BA,XK
15,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
16,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
17,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
18,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
19,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
20,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
21,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
22,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
23,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
24,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
25,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
26,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
27,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
28,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
29,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
30,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
31,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
32,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
33,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
34,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
35,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
36,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
37,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
38,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
39,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
40,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
41,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
42,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
43,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
44,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
45,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
46,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
47,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
48,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
49,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
50,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
51,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
52,161987.8662,34116.06479,63537.30141,43956.11456,26755.89582,1065562.948,7286.284544,64423.07692,66126.32016,432887.701,597743.2138,9628.195928,402317.7463,10895.62207,23376.27917,48429.8968,168005.7726,148069.351,209984.0333,78992.18271,68907.34038,68907.34038,24248.76699,73188.60204,9287.852218,12770.7968,74302.81774,19736.68596,506240.7685,131971.3749,24798.07692,29230.76923,11586.53846,11942.30769,56500,2403.846154,4798.076923,6000,27201.92308,9000,3596.153846
