Time,Week,BE,BG,CZ,DK1,DK2,DELU,EE,SEM,EL,ES,FR,HR,IT,LV,LT,HU,NL,AT,PL,PT,RO,SI,SK,FI,SE1,SE2,SE3,SE4,GB,NO1,NO2,NO3,NO4,NO5,CH,ME,MK,AL,RS,BA,XK
2058,13,0.33763946,0.623164763,0.657794677,0.062853342,0.175414365,0.432445518,0.322807017,0.12960169,0.620532319,0.458410541,0.376004947,0.658298466,0.641494222,0,0.192946058,0.086440678,0.409756834,0.057859881,0.312096352,0.493781366,0.849811321,0.948366702,0.650356779,0.527434503,0.518859243,0.518859243,0.116277769,0.117800295,0.114005535,0.4,0.020495303,0.674397859,0.663349917,0.035317861,0.322033898,0.586206896,0.083333333,0.961145194,0.763691684,0.341269841,0.491370558
2059,13,0.277745156,0.608482871,0.707224335,0.079813768,0.193370166,0.472591328,0.350877193,0.140162945,0.614068441,0.43730698,0.328849722,0.662482566,0.629669444,0,0.248962656,0.088983051,0.375320948,0.071104915,0.371792634,0.50185468,0.920377358,0.937829294,0.617737003,0.570439941,0.733519136,0.733519136,0.139201872,0.125479341,0.11911924,0.393939394,0.018787361,0.704727922,0.688225539,0.039354188,0.254237288,0.568965517,0.055555556,0.962167689,0.747464503,0.26984127,0.428426396
2060,13,0.236054022,0.691680261,0.745247148,0.087462587,0.214088398,0.511505822,0.273684211,0.193572722,0.572243346,0.429946469,0.348794063,0.662482566,0.639344262,0,0.271784232,0.13220339,0.394502341,0.065528059,0.382789318,0.529347589,0.963018868,0.926238145,0.611620795,0.590706871,0.843223419,0.843223419,0.186648862,0.182796972,0.135904223,0.321212121,0.01793339,0.640499554,0.674958541,0.047426842,0.355932203,0.543103448,0.055555556,0.962167689,0.745436106,0.246031746,0.368527919
2061,13,0.289489137,0.694942904,0.737642586,0.084802128,0.185082873,0.515822568,0.263157895,0.247284249,0.555893536,0.409100268,0.369047619,0.648535565,0.659231389,0,0.278008299,0.172033898,0.420329255,0.077378878,0.398498865,0.497927122,0.955849056,0.911485774,0.649337411,0.58971824,0.841876877,0.841876877,0.210891819,0.209164547,0.130790519,0.345454546,0.018787361,0.606601249,0.665008292,0.050454087,0.559322034,0.577586207,0.027777778,0.949897751,0.772819473,0.222222222,0.316751269
2062,13,0.302407516,0.593800979,0.669201521,0.083471899,0.17679558,0.494303933,0.301754386,0.271424261,0.53460076,0.391342392,0.347170687,0.624825662,0.659634507,0,0.22406639,0.192372881,0.440114786,0.094457999,0.391167743,0.460615317,0.917735849,0.908324552,0.692150867,0.597627286,0.853907946,0.853907946,0.20733253,0.196216746,0.133196968,0.278787879,0.020495303,0.563782337,0.67827529,0.047426842,0.525423729,0.637931034,0.027777778,0.926380368,0.814401623,0.206349206,0.285279188
2063,13,0.271873165,0.301794453,0.615969582,0.090123046,0.190607735,0.473036754,0.270175439,0.248189499,0.512927757,0.369415277,0.325293754,0.584379358,0.626310132,0,0.186721992,0.222881356,0.453254795,0.173231091,0.390469541,0.409775256,0.906792453,0.903055848,0.700305811,0.609985171,0.867808662,0.867808662,0.211226336,0.190138736,0.117615209,0.163636364,0.029888984,0.545941124,0.67827529,0.044399596,0.508474576,0.534482758,0.055555556,0.868098159,0.845841785,0.158730159,0.268020305
2064,13,0.240751615,0.298531811,0.596958175,0.090123046,0.194751381,0.443009238,0.21754386,0.224049487,0.494296578,0.323399218,0.31377551,0.567642957,0.548642838,0,0.17219917,0.174576271,0.447213412,0.194841408,0.395531506,0.38490072,0.915094339,0.89251844,0.668705403,0.620860109,0.849367549,0.849367549,0.189372397,0.162754636,0.128384069,0.163636364,0.032450897,0.597680642,0.679933665,0.04641776,0.355932203,0.543103448,0.055555556,0.793456033,0.859026369,0.111111111,0.262944162
2065,13,0.201996477,0.290375204,0.600760456,0.09976721,0.193370166,0.430973276,0.252631579,0.240947495,0.445247148,0.287780523,0.296072975,0.521617852,0.466675625,0.018181818,0.15560166,0.112711864,0.428787192,0.138027187,0.411066504,0.423521711,0.918113208,0.873551106,0.626911315,0.638161147,0.816810827,0.816810828,0.167811539,0.117505449,0.118998917,0.157575758,0.027327071,0.494201606,0.671641791,0.057517659,0.372881356,0.568965517,0.027777778,0.72801636,0.853955375,0.071428571,0.247715736
2066,13,0.203170875,0.298531811,0.58174905,0.088127702,0.186464088,0.420842345,0.249122807,0.239438745,0.418250951,0.274552193,0.285095857,0.50209205,0.391561408,0.036363636,0.112033195,0.068644068,0.435130645,0.144649704,0.39989527,0.480689505,0.911698113,0.880927292,0.57900102,0.631735047,0.835513784,0.835513784,0.159187711,0.096836634,0.110997473,0.206060606,0.021349274,0.534344336,0.655058043,0.068617558,0.355932203,0.474137931,0.055555556,0.658486708,0.845841785,0.087301587,0.217258883
2067,13,0.227246036,0.329526917,0.562737643,0.072164948,0.172651934,0.42750086,0.203508772,0.231894991,0.403041825,0.267912292,0.298005566,0.49790795,0.381617845,0.054545455,0.10373444,0.059322034,0.446005135,0.144649704,0.377727352,0.515382937,0.911698113,0.890410959,0.527013252,0.617399901,0.808712836,0.808712836,0.164370393,0.087681009,0.113524245,0.181818182,0.014517506,0.558429973,0.620232173,0.074672048,0.220338983,0.525862069,0.111111111,0.599182004,0.831643002,0.087301587,0.197969543
2068,13,0.24368761,0.371941272,0.55513308,0.062188227,0.151933702,0.43462134,0.210526316,0.248792999,0.392015209,0.264309244,0.30380334,0.483960948,0.36079011,0.109090909,0.180497925,0.097457627,0.450234104,0.181944929,0.353813929,0.496399738,0.874716981,0.881981033,0.496432212,0.575383094,0.828349512,0.828349512,0.181054293,0.081630466,0.115208759,0.206060606,0.015371477,0.604817128,0.628524047,0.07568113,0.118644068,0.594827586,0.138888889,0.559304704,0.794117647,0.087301587,0.169543147
2069,13,0.244862008,0.331158238,0.539923954,0.057199867,0.16160221,0.445266211,0.224561404,0.24969825,0.374904943,0.27645666,0.286100804,0.454672245,0.344396668,0.181818182,0.309128631,0.107627119,0.470321704,0.191704427,0.339151684,0.503382064,0.838113208,0.852476291,0.476044852,0.534354918,0.827699867,0.827699868,0.180989029,0.080094808,0.117314403,0.248484848,0.018787361,0.658340767,0.603648425,0.073662967,0.050847458,0.620689655,0.138888889,0.55010225,0.720081136,0.087301587,0.14213198
2070,13,0.222548444,0.308319739,0.577946768,0.056534752,0.174033149,0.4294716,0.224561404,0.23928787,0.348288973,0.299619106,0.265228819,0.442119944,0.305159903,0.181818182,0.334024896,0.128813559,0.48436792,0.188567445,0.310525397,0.535238926,0.774716981,0.821917808,0.422018349,0.429560059,0.799379889,0.799379889,0.176512652,0.092713327,0.126338587,0.357575758,0.020495303,0.595004461,0.5986733,0.071644803,0.016949153,0.568965517,0.166666667,0.5,0.542596349,0.103174603,0.113705584
2071,13,0.243100411,0.349102773,0.589353612,0.054871965,0.143646409,0.362390179,0.192982456,0.222540736,0.336882129,0.318406424,0.246057514,0.428172943,0.252620263,0.218181818,0.242738589,0.106779661,0.442833409,0.189264552,0.207540583,0.569932359,0.669056604,0.796628029,0.244648318,0.341571923,0.719833453,0.719833453,0.175022208,0.099202975,0.136024546,0.315151515,0.018787361,0.538804639,0.580431178,0.068617558,0.016949153,0.543103448,0.222222222,0.441717791,0.475659229,0.111111111,0.135025381
2072,13,0.264239577,0.376835237,0.532319392,0.041569671,0.085635359,0.239525607,0.214035088,0.213639107,0.320912548,0.298949969,0.184214595,0.387726639,0.219833378,0.109090909,0.112033195,0.049152542,0.333484368,0.146741025,0.103508466,0.551385555,0.665660377,0.836670179,0.234454638,0.289668809,0.640026891,0.640026891,0.187091525,0.093907852,0.146251955,0.242424242,0.015371477,0.685102587,0.573797678,0.050454087,0.016949153,0.568965517,0.111111111,0.411042945,0.69168357,0.103174603,0.194923858
2073,13,0.157369348,0.381729201,0.448669202,0.032258065,0.07320442,0.18508443,0.2,0.199004224,0.277946768,0.283456866,0.124458874,0.357043236,0.226148885,0.090909091,0.058091286,0.03220339,0.297085032,0.146392471,0.076627684,0.514291949,0.688301887,0.869336143,0.194699287,0.298566485,0.591042199,0.591042198,0.124636903,0.056913283,0.150222597,0.224242424,0.010247652,0.628902766,0.567164179,0.051463168,0.016949153,0.431034483,0,0.406952965,0.776876268,0.103174603,0.228426396
2074,13,0.091015854,0.420880914,0.422053232,0.043565015,0.08839779,0.22096296,0.171929825,0.186632468,0.262737643,0.256022236,0.121521336,0.312412831,0.228970707,0.109090909,0.091286307,0.016949153,0.366258873,0.100034855,0.117472508,0.441850316,0.757735849,0.85142255,0.166156983,0.331685615,0.527570007,0.527570007,0.088072051,0.029402617,0.161532908,0.193939394,0.016225448,0.672613738,0.56384743,0.057517659,0,0.181034483,0,0.367075665,0.788032454,0.015873016,0.226395939
2075,13,0.086318262,0.433931484,0.372623574,0.038909212,0.100828729,0.259533949,0.157894737,0.187386844,0.241825095,0.212631254,0.164502165,0.290097629,0.2426767,0.072727273,0.15560166,0.016101695,0.443739616,0.061345417,0.155873625,0.373772638,0.733584906,0.832455216,0.165137615,0.353929807,0.505252758,0.505252758,0.088986514,0.017322026,0.177776441,0.157575758,0.0264731,0.700267618,0.570480929,0.079717457,0.033898305,0.224137931,0.027777778,0.319018405,0.772819473,0.015873016,0.212182741
2076,13,0.103934234,0.4045677,0.346007605,0.030927835,0.116022099,0.281675129,0.136842105,0.208207604,0.276045627,0.19883673,0.186069883,0.30264993,0.267266864,0.054545455,0.184647303,0.019491525,0.484216886,0.04078076,0.169663118,0.319005019,0.742264151,0.819810327,0.165137615,0.409787444,0.594618363,0.594618363,0.105341888,0.016815516,0.195884972,0.193939394,0.046114432,0.742194469,0.567164179,0.101917255,0.101694915,0.163793103,0,0.258691207,0.746450304,0.023809524,0.203045685
2077,13,0.14973576,0.327895595,0.368821293,0.029930163,0.117403315,0.296847606,0.101754386,0.240645745,0.313307985,0.206403129,0.161796537,0.323570432,0.302203709,0.036363636,0.136929461,0.01440678,0.534662438,0.033461136,0.158666434,0.282129609,0.792075472,0.807165437,0.148827727,0.466139397,0.636335365,0.636335366,0.132380661,0.017139192,0.230056552,0.212121212,0.077711358,0.746654773,0.597014926,0.1160444,0.13559322,0.198275862,0,0.205521472,0.713995944,0.047619048,0.194923858
2078,13,0.176159718,0.300163132,0.425855513,0.032590622,0.121546961,0.323005138,0.077192982,0.255431503,0.336121673,0.216646078,0.157235622,0.345885635,0.332840634,0.018181818,0.105809129,0.013559322,0.545234859,0.024398745,0.151160761,0.252672922,0.796981132,0.789251844,0.125382263,0.501235788,0.684047072,0.684047072,0.141809849,0.017473799,0.271086512,0.212121212,0.106746371,0.750223015,0.587064677,0.138244198,0.13559322,0.275862069,0,0.163599182,0.68356998,0.23015873,0.202030457
2079,13,0.208455666,0.329526917,0.414448669,0.066844031,0.127071823,0.350254327,0.059649123,0.282287266,0.339543726,0.226374305,0.181199753,0.366806137,0.330018812,0.018181818,0.074688797,0.016101695,0.583748678,0.024398745,0.153255367,0.225180013,0.801886792,0.734457323,0.107033639,0.581314879,0.65009395,0.65009395,0.149524753,0.025983156,0.295692456,0.224242424,0.119555935,0.770740411,0.572139304,0.153380424,0.13559322,0.413793103,0,0.124744376,0.627789047,0.238095238,0.217258883
2080,13,0.236641221,0.30995106,0.36121673,0.090788161,0.125690608,0.368905776,0.042105263,0.313216657,0.378707224,0.21597694,0.200757576,0.382147838,0.294410105,0.018181818,0.058091286,0.022881356,0.603081106,0.02788428,0.163728399,0.199432686,0.847169811,0.696522655,0.106014271,0.621354424,0.661874622,0.661874622,0.144438661,0.031842028,0.315605824,0.296969697,0.142613151,0.781445138,0.558872305,0.146316852,0.152542373,0.560344827,0,0.104294479,0.497971603,0.23015873,0.252791878
2081,13,0.261890781,0.308319739,0.342205323,0.100764882,0.110497238,0.368097083,0.035087719,0.367380809,0.434220532,0.212373893,0.207946815,0.387726639,0.249798441,0,0.049792531,0.024576271,0.571212808,0.021261764,0.190958282,0.174776347,0.905660377,0.710221286,0.104994903,0.658428077,0.636928299,0.636928299,0.126891787,0.043398852,0.326434845,0.266666667,0.175918019,0.811775201,0.509121062,0.123107972,0.152542373,0.370689655,0,0.097137014,0.453346856,0.261904762,0.32284264
2082,13,0.258367587,0.363784666,0.319391635,0.101762554,0.110497238,0.373407644,0.056140351,0.426071213,0.438022814,0.1976014,0.20253556,0.429567643,0.196318194,0.018181818,0.074688797,0.005084746,0.57785833,0.014290694,0.242974341,0.174339952,0.882641509,0.727081138,0.115188583,0.663865546,0.596906859,0.596906859,0.126633899,0.041787812,0.317049693,0.387878788,0.208368915,0.815343444,0.482587065,0.125126135,0.118644068,0.275862069,0,0.095092025,0.399594321,0.261904762,0.34213198
2083,13,0.201996477,0.402936379,0.292775665,0.104423013,0.102209945,0.439816573,0.084210526,0.443874472,0.423193916,0.192968911,0.205473098,0.418410042,0.164740661,0.018181818,0.105809129,0.002542373,0.602930071,0.010456605,0.278931751,0.193104953,0.798490566,0.685985248,0.146788991,0.691547207,0.608073832,0.608073832,0.152167724,0.05443816,0.306942606,0.333333333,0.233134073,0.814451383,0.436152571,0.141271443,0.118644068,0.293103448,0,0.103271984,0.301217039,0.293650794,0.315736041
2084,13,0.213740458,0.375203915,0.285171103,0.100764882,0.084254144,0.456567996,0.101754386,0.477821364,0.374524715,0.189623224,0.220624614,0.39888424,0.147406611,0.036363636,0.128630705,0,0.633892161,0.011502266,0.286262873,0.226925595,0.598867925,0.609062171,0.188583079,0.653484923,0.678080573,0.678080573,0.215053795,0.057868813,0.320478883,0.218181818,0.239965841,0.801962534,0.361525705,0.155398587,0.118644068,0.362068965,0,0.121676892,0.226166329,0.246031746,0.282233503
2085,13,0.264239577,0.319738989,0.266159696,0.103092784,0.087016575,0.427189582,0.119298246,0.535908268,0.340304183,0.176034589,0.232993197,0.384937238,0.139478635,0.018181818,0.122406639,0,0.6545839,0.008016731,0.292372142,0.248963561,0.400377358,0.483667018,0.230377166,0.600098863,0.696719739,0.696719739,0.242219271,0.043793553,0.332811936,0.175757576,0.230572161,0.782337199,0.336650083,0.17457114,0.101694915,0.413793103,0,0.13599182,0.179513185,0.214285714,0.237563452
2086,13,0.288901938,0.270799348,0.205323194,0.101762554,0.082872928,0.373786188,0.10877193,0.562764031,0.314068441,0.15204859,0.23368893,0.345885635,0.129131954,0.018181818,0.12033195,0,0.6344963,0.006273963,0.291150288,0.259655248,0.363018868,0.460484721,0.245667686,0.581809194,0.763269433,0.763269433,0.230008559,0.031504159,0.324630008,0.115151515,0.245943638,0.813559322,0.311774461,0.215943491,0.152542373,0.25,0,0.1400818,0.135902637,0.214285714,0.174619289
2087,13,0.274221961,0.23817292,0.174904943,0.089125374,0.063535912,0.327504976,0.105263158,0.532890767,0.300760456,0.12610665,0.213821892,0.348675035,0.11918839,0,0.122406639,0,0.585410059,0.009759498,0.268458719,0.251800131,0.356226415,0.485774499,0.230377166,0.532377657,0.829093304,0.829093304,0.216738423,0.022591422,0.324449525,0.151515152,0.263023057,0.795718109,0.348258707,0.255297679,0.186440678,0.232758621,0,0.1400818,0.096348884,0.142857143,0.119796954
2088,13,0.254844392,0.223491028,0.148288973,0.09344862,0.080110497,0.290456609,0.126315789,0.49909475,0.28365019,0.104128063,0.196351268,0.29707113,0.112738511,0,0.095435685,0.000847458,0.553088657,0.013245033,0.220631873,0.232816932,0.358867924,0.51317176,0.19775739,0.516559565,0.854358305,0.854358305,0.217696948,0.024700162,0.323847912,0.23030303,0.30059778,0.770740411,0.326699834,0.284561049,0.169491525,0.112068965,0,0.134969325,0.070993915,0.063492063,0.075126904
2089,13,0.265413975,0.256117455,0.117870722,0.092783505,0.098066298,0.266665383,0.178947368,0.484761617,0.242585551,0.08667902,0.186611008,0.264993026,0.116232196,0,0.070539419,0.007627119,0.561848663,0.016033461,0.185721766,0.215361117,0.427169811,0.520547945,0.158002039,0.62283737,0.841316562,0.841316562,0.215629592,0.029893444,0.329743713,0.236363636,0.306575576,0.719000892,0.336650083,0.300706357,0.101694915,0.086206896,0,0.126789366,0.055780933,0.142857143,0.050761421
2090,13,0.258954786,0.327895595,0.08365019,0.09976721,0.107734807,0.252732604,0.21754386,0.471484611,0.221673004,0.073605106,0.175092764,0.269177127,0.113007256,0,0.058091286,0.015254237,0.558072799,0.017776229,0.134927562,0.220379664,0.409433962,0.511064278,0.119266055,0.674740484,0.873424136,0.873424137,0.214003598,0.03314634,0.313259536,0.339393939,0.335610589,0.662801071,0.39800995,0.399596367,0.06779661,0.068965517,0,0.120654397,0.048681542,0.063492063,0.027411168
2091,13,0.277157957,0.394779772,0.072243346,0.115397406,0.142265193,0.252193062,0.235087719,0.444176222,0.187072243,0.064340128,0.170531849,0.244072524,0.109244827,0,0.041493776,0.011016949,0.552937623,0.023701638,0.105428522,0.243072223,0.337735849,0.506849315,0.080530071,0.71576866,0.887966841,0.887966841,0.218806213,0.050013929,0.314583083,0.515151515,0.376601196,0.576271186,0.427860697,0.427850656,0.050847458,0.120689655,0.027777778,0.108384458,0.051724138,0.03968254,0.016243655
2092,13,0.222548444,0.362153344,0.08365019,0.143664782,0.164364641,0.260979426,0.252631579,0.34097767,0.150190114,0.057648754,0.167439703,0.245467224,0.099435636,0,0.022821577,0.009322034,0.541761063,0.025444406,0.086751615,0.249181759,0.336603774,0.479452055,0.044852192,0.731586752,0.883700641,0.883700642,0.222028249,0.0638372,0.340693057,0.533333333,0.379163109,0.516503122,0.384742952,0.454086781,0.016949153,0.155172414,0.111111111,0.098159509,0.057809331,0.055555556,0.01928934
2093,13,0.217263652,0.282218597,0.114068441,0.175590289,0.142265193,0.261187127,0.231578947,0.334037417,0.145627376,0.055383982,0.172696351,0.259414226,0.092313894,0,0.008298755,0.002542373,0.537683129,0.011502266,0.070169314,0.235217107,0.336981132,0.435194942,0.03567788,0.771131982,0.879765995,0.879765995,0.260557408,0.06036423,0.343400313,0.83030303,0.391972673,0.619982159,0.394693201,0.43592331,0.016949153,0.206896552,0.25,0.093047035,0.059837728,0.03968254,0.037563452
2094,13,0.221374046,0.256117455,0.186311787,0.2121716,0.104972376,0.264713633,0.2,0.356216053,0.129277567,0.05435454,0.175247372,0.218967922,0.094329481,0,0.006224066,0,0.537230026,0.004182642,0.061965439,0.226271002,0.306037736,0.399367755,0.042813456,0.782995551,0.879519242,0.879519242,0.283984849,0.048421387,0.391529298,0.715151515,0.421007686,0.63514719,0.452736319,0.392532795,0.016949153,0.137931034,0.333333333,0.085889571,0.051724138,0.023809524,0.048730964
2095,13,0.236641221,0.1908646,0.197718631,0.215164616,0.081491713,0.226896161,0.140350877,0.392727821,0.101520913,0.054663372,0.172696351,0.171548117,0.08828272,0,0.006224066,0,0.531490711,0.001394214,0.04590679,0.240890247,0.203773585,0.22971549,0.03058104,0.752842313,0.86780279,0.86780279,0.291085923,0.040159612,0.432860065,0.642424242,0.475661828,0.726137378,0.482587065,0.331987891,0.033898305,0.068965517,0.333333333,0.064417178,0.013184584,0.023809524,0.043654822
2096,13,0.247210804,0.148450245,0.129277567,0.220818091,0.053867403,0.144061589,0.140350877,0.456547978,0.094296578,0.049824995,0.156617192,0.163179916,0.096613813,0,0,0,0.469717565,0.001394214,0.020596963,0.247217979,0.208679245,0.141201264,0.01019368,0.716757291,0.876468425,0.876468425,0.260659991,0.030534161,0.481771147,0.733333333,0.473099915,0.694915255,0.527363184,0.352169526,0.033898305,0.017241379,0.194444445,0.047034765,0.006085193,0.03968254,0.079187817
2097,13,0.221961245,0.148450245,0.121673004,0.281676089,0.048342541,0.102690374,0.175438596,0.518557634,0.074524715,0.039890879,0.139764997,0.142259414,0.099570008,0,0,0,0.463072044,0.001394214,0.007156572,0.216233908,0.249433962,0.28451001,0.003058104,0.720217499,0.874767385,0.874767385,0.227156948,0.012048709,0.553423174,0.715151515,0.411614005,0.656556646,0.548922057,0.493440969,0.016949153,0.034482759,0.166666667,0.035787321,0.023326572,0.015873016,0.112690355
2098,13,0.172636524,0.148450245,0.125475285,0.335217825,0.049723757,0.121661935,0.252631579,0.566083283,0.065779468,0.037677579,0.147804576,0.094839609,0.108438592,0,0,0,0.551427277,0.001394214,0.012393088,0.204014837,0.259245283,0.266596417,0.003058104,0.739495798,0.872182426,0.872182426,0.201623673,0.010021321,0.666887258,0.806060606,0.397096499,0.674397859,0.565505805,0.652875883,0.016949153,0.077586207,0.111111111,0.027607362,0.055780933,0.007936508,0.132994924
2099,13,0.177334116,0.125611746,0.133079848,0.307283006,0.07320442,0.151824054,0.259649123,0.570911285,0.057034221,0.036751081,0.188388992,0.09762901,0.118785273,0,0.002074689,0.000847458,0.62694457,0.002788428,0.024960726,0.21885228,0.231698113,0.238145416,0.013251784,0.740978744,0.869725101,0.869725101,0.176706152,0.01273316,0.705390446,0.76969697,0.446626815,0.662801071,0.580431178,0.726538849,0.033898305,0.094827586,0.027777778,0.022494888,0.074036511,0,0.146192893
2100,13,0.261303582,0.091353997,0.144486692,0.263052877,0.082872928,0.179753228,0.161403509,0.505431503,0.064638783,0.039684991,0.265383426,0.115760112,0.129400699,0.018181818,0.004149378,0.003389831,0.662890802,0.004531196,0.023215221,0.226489199,0.227924528,0.199157007,0.027522936,0.776075136,0.863251973,0.863251973,0.163827005,0.010999064,0.725905426,0.8,0.464560205,0.680642284,0.64344942,0.742684157,0.101694915,0.155172414,0.027777778,0.017382413,0.082150101,0,0.154314721
2101,13,0.375807399,0.08319739,0.190114068,0.464250083,0.104972376,0.185027582,0.168421053,0.501508751,0.095057034,0.050751493,0.335265925,0.153417015,0.143241064,0.054545455,0.010373444,0.004237288,0.662437698,0.005576856,0.025658928,0.177831115,0.210188679,0.161222339,0.041794088,0.811171527,0.825381247,0.825381247,0.208611432,0.019827304,0.752617013,0.842424243,0.497865073,0.719892953,0.655058043,0.753784056,0.169491525,0.189655172,0,0.013292434,0.078093306,0.007936508,0.151269036
2102,13,0.424544921,0.066884176,0.269961977,0.505819754,0.154696133,0.210858713,0.203508772,0.479330115,0.120532319,0.055538398,0.367192332,0.20502092,0.143106692,0.054545455,0.018672199,0.008474576,0.74414741,0.012547926,0.03927387,0.134409775,0.181509434,0.120126449,0.054026504,0.833910035,0.814557047,0.814557047,0.272649077,0.037558044,0.774756347,0.866666667,0.520068318,0.681534344,0.668325042,0.764883955,0.203389831,0.206896552,0,0.011247444,0.074036511,0.007936508,0.150253807
2103,13,0.486788021,0.044045677,0.357414449,0.468905886,0.21961326,0.303459672,0.147368421,0.449909475,0.139923954,0.061869467,0.440940012,0.255230125,0.146734749,0.090909091,0.024896266,0.011016949,0.770276393,0.021958871,0.049921452,0.110189832,0.166037736,0.091675448,0.064220184,0.817597627,0.798884534,0.798884534,0.349638871,0.050038506,0.824389363,0.890909091,0.564474808,0.643175736,0.655058043,0.758829465,0.203389831,0.189655172,0,0.011247444,0.072008114,0.03968254,0.140101523
2104,13,0.592483852,0.032626427,0.460076046,0.369471234,0.287292818,0.389143221,0.140350877,0.474049487,0.095437262,0.072421248,0.502782931,0.19665272,0.136119323,0.090909091,0.024896266,0.020338983,0.780546745,0.02683862,0.06231454,0.089897447,0.138490566,0.077976818,0.075433231,0.757785467,0.78404842,0.78404842,0.487148923,0.087279597,0.82811936,0.884848485,0.608881298,0.546833185,0.650082919,0.745711402,0.254237288,0.146551724,0,0.012269939,0.076064909,0.031746032,0.134010152
2105,13,0.702290076,0.022838499,0.498098859,0.341203858,0.325966851,0.425263281,0.256140351,0.563971032,0.075665399,0.084826024,0.547696351,0.133891213,0.107766729,0.109090909,0.076763485,0.019491525,0.780244676,0.018124782,0.076278583,0.079642156,0.122641509,0.086406744,0.080530071,0.72862086,0.787430024,0.787430024,0.58097188,0.173601821,0.790277945,0.957575758,0.613151153,0.590544157,0.663349917,0.723511604,0.203389831,0.112068965,0,0.021472393,0.090263692,0.031746032,0.147208122
2106,13,0.700528479,0.024469821,0.547528517,0.338543399,0.339779006,0.449090262,0.428070175,0.702625226,0.079847909,0.09378217,0.598021027,0.108786611,0.087476485,0.163636364,0.12033195,0.023728814,0.793988823,0.01986755,0.110315936,0.062186341,0.14490566,0.076923077,0.085626911,0.670785961,0.775195258,0.775195258,0.648722538,0.246233886,0.78468295,0.957575758,0.599487617,0.570918823,0.663349917,0.684157417,0.169491525,0.094827586,0,0.028629857,0.112576065,0,0.162436548
2107,13,0.67469172,0.034257749,0.577946768,0.433322248,0.41160221,0.491011651,0.477192983,0.702776101,0.076045627,0.109017912,0.664424861,0.082287308,0.064901908,0.254545455,0.221991701,0.043220339,0.788400544,0.058556988,0.132483854,0.054549422,0.152075472,0.063224447,0.102956167,0.625308947,0.682902618,0.682902618,0.692440341,0.314656351,0.704427866,0.896969697,0.608881298,0.561998216,0.656716418,0.622603431,0.169491525,0.086206896,0,0.029652352,0.135902637,0,0.159390863
2108,13,0.655314151,0.040783034,0.539923954,0.521117393,0.516574586,0.508673613,0.585964912,0.614815932,0.067680608,0.127290509,0.729823748,0.085076709,0.044746036,0.236363636,0.309128631,0.030508475,0.76982329,0.09654932,0.138767673,0.061531748,0.130943396,0.04109589,0.124362895,0.694018784,0.746491349,0.746491349,0.75260204,0.391618493,0.682408856,0.903030303,0.578992314,0.562890277,0.658374793,0.551967709,0.203389831,0.094827586,0,0.027607362,0.167342799,0,0.131979695
2109,13,0.716382854,0.058727569,0.47148289,0.649817093,0.534530387,0.486533633,0.698245614,0.612703681,0.083269962,0.143452749,0.785095857,0.079497908,0.035877452,0.218181818,0.340248963,0.041525424,0.727382571,0.117462531,0.155524524,0.06131355,0.112830189,0.022128556,0.146788991,0.696490361,0.76740386,0.76740386,0.743728985,0.514191328,0.707375767,0.945454546,0.525192144,0.51293488,0.64344942,0.498486377,0.203389831,0.137931034,0,0.026584867,0.213995943,0.023809524,0.094416244
2110,13,0.694656488,0.078303426,0.490494297,0.718656468,0.581491713,0.453509111,0.684210526,0.621605311,0.091254753,0.159048796,0.795068027,0.087866109,0.036011825,0.236363636,0.350622407,0.071186441,0.705935659,0.096200767,0.142084133,0.057167794,0.142264151,0.010537408,0.150866463,0.691052892,0.797414518,0.797414517,0.796454316,0.630154823,0.679942245,0.909090909,0.49530316,0.427297056,0.651741294,0.414732593,0.152542373,0.129310345,0,0.026584867,0.27484787,0.03968254,0.07715736
2111,13,0.65648855,0.137030995,0.498098859,0.766544729,0.613259668,0.436475663,0.712280702,0.587356669,0.085551331,0.182520074,0.791048237,0.087866109,0.03628057,0.418181818,0.414937759,0.088135593,0.652167346,0.141164169,0.152906266,0.051494654,0.183773585,0.009483667,0.147808359,0.639149778,0.820830093,0.820830093,0.824600331,0.716752474,0.660028878,0.824242424,0.456874466,0.494201606,0.651741294,0.383451059,0.101694915,0.086206896,0,0.024539877,0.321501014,0.079365079,0.081218274
2112,13,0.665883735,0.174551387,0.433460076,0.770867975,0.693370166,0.427877018,0.694736842,0.458056729,0.086692015,0.201461808,0.779066172,0.078103208,0.040042999,0.581818182,0.39626556,0.066101695,0.547953481,0.228302545,0.213300751,0.039930177,0.321132075,0.022128556,0.159021407,0.638161147,0.799931942,0.799931942,0.798819666,0.813787142,0.636505835,0.781818182,0.465414176,0.496877788,0.615257048,0.364278507,0.118644068,0.025862069,0,0.022494888,0.360040568,0.055555556,0.097461929
2113,13,0.657075749,0.172920065,0.342205323,0.812437646,0.790055249,0.430488594,0.624561403,0.462733856,0.101140684,0.219271155,0.785250464,0.065550907,0.053748992,0.6,0.390041494,0.156779661,0.549765896,0.310561171,0.274218886,0.026838316,0.444528302,0.04004215,0.189602447,0.60257044,0.798091957,0.798091957,0.774065874,0.834542651,0.448141018,0.660606061,0.41588386,0.450490633,0.580431178,0.327951564,0.169491525,0.00862069,0,0.022494888,0.384381339,0,0.115736041
