ID,Country,Name,Type,Electric_capacity,Thermal capacity,zone_el,Latitude,Longitude,demand_price
Electric boiler48DK,DK,Name48,Electric boiler,0,12,DK1,56.0901,8.277,17.73682526
Electric boiler49DK,DK,Name49,Electric boiler,0,0.5,DK1,55.0727934,9.332124555,20.57419424
Electric boiler50DK,DK,Name50,Electric boiler,0,2,DK2,55.94473302,11.75344716,14.69308958
Electric boiler51DK,DK,Name51,Electric boiler,0,30,DK1,56.2007,9.5599,19.74400763
Electric boiler52DK,DK,Name52,Electric boiler,0,12,DK1,57.7359,10.5755,18.00727914
Electric boiler53DK,DK,Name53,Electric boiler,0,14,DK1,56.56616991,9.03518024,18.47155077
Electric boiler54DK,DK,Name54,Electric boiler,0,4,DK1,55.1565094,8.770567663,19.52284557
Electric boiler55DK,DK,Name55,Electric boiler,0,1.09,DK1,55.7205,8.3441,18.17237332
Electric boiler56DK,DK,Name56,Electric boiler,0,6,DK1,56.895,8.5266,23.1126028
Electric boiler57DK,DK,Name57,Electric boiler,0,10,DK1,57.4874,10.4883,14.95804024
Electric boiler58DK,DK,Name58,Electric boiler,0,3,DK1,56.48701763,8.591607237,16.43384639
Electric boiler59DK,DK,Name59,Electric boiler,0,10,DK1,55.94203833,8.781921749,20.49674421
Electric boiler60DK,DK,Name60,Electric boiler,0,25,DK1,55.0809,10.5782,22.61715373
Electric boiler61DK,DK,Name61,Electric boiler,0,12,DK1,57.3189,10.5009,15.82383422
Electric boiler62DK,DK,Name62,Electric boiler,0,2,DK1,55.90629647,8.519490168,15.23466603
Electric boiler63DK,DK,Name63,Electric boiler,0,2.9,DK1,55.1941,9.0713,19.58059153
Electric boiler64DK,DK,Name64,Electric boiler,0,1.6,DK1,55.66712274,8.576668956,20.25444272
Electric boiler65DK,DK,Name65,Electric boiler,0,10,DK1,56.0954,8.628,16.07748959
Electric boiler66DK,DK,Name66,Electric boiler,0,12,DK1,56.2034,8.7629,15.06128284
Electric boiler67DK,DK,Name67,Electric boiler,0,10,DK1,55.2418,9.3096,14.85606265
Electric boiler68DK,DK,Name68,Electric boiler,0,1,DK1,56.9474,8.388,18.85081144
Electric boiler69DK,DK,Name69,Electric boiler,0,7,DK1,57.35293068,9.939953266,15.56645103
Electric boiler70DK,DK,Name70,Electric boiler,0,6,DK1,55.80761081,8.620363968,15.25457153
Electric boiler71DK,DK,Name71,Electric boiler,0,1,DK1,56.8403,9.4241,19.57821804
Electric boiler72DK,DK,Name72,Electric boiler,0,9.8,DK2,55.8437,12.0606,15.06039651
Electric boiler73DK,DK,Name73,Electric boiler,0,10,DK2,56.0125,12.1942,16.54007665
Electric boiler74DK,DK,Name74,Electric boiler,0,93,DK2,55.6597,11.0796,19.14824438
Electric boiler75DK,DK,Name75,Electric boiler,0,3.8,DK2,55.1141,12.0423,24.04771957
Electric boiler76DK,DK,Name76,Electric boiler,0,10,DK2,55.7295,12.3069,21.27847576
Electric boiler77DK,DK,Name77,Electric boiler,0,10,DK1,55.7295,12.3069,17.19678904
Electric boiler78DK,DK,Name78,Electric boiler,0,15,DK1,55.85243,9.85763,21.5127619
Electric boiler79DK,DK,Name79,Electric boiler,0,15,DK1,55.7741,9.70022,22.94759081
Electric boiler80DK,DK,Name80,Electric boiler,0,30,DK1,55.65539,9.80063,19.77369931
Electric boiler81DK,DK,Name81,Electric boiler,0,5,DK1,56.12843,8.5133,15.06623355
Electric boiler82DK,DK,Name82,Electric boiler,0,10,DK2,55.3333,11.9683,20.54242227
Electric boiler83DK,DK,Name83,Electric boiler,0,15,DK1,56.47748,8.79137,19.94699841
Electric boiler84DK,DK,Name84,Electric boiler,0,30,DK2,56.0201,12.55943,23.80440787
Electric boiler85DK,DK,Name85,Electric boiler,0,15,DK1,54.9395,8.8742,16.75407795
Electric boiler86DK,DK,Name86,Electric boiler,0,12,DK1,55.32684,10.20212,21.87911601
Electric boiler87DK,DK,Name87,Electric boiler,0,10,DK1,56.389,9.7921,23.28553201
Electric boiler88DK,DK,Name88,Electric boiler,0,18,DK1,56.458,10.0474,17.56044128
Electric boiler89DK,DK,Name89,Electric boiler,0,12,DK1,55.22425,10.12305,23.543478
Electric boiler90DK,DK,Name90,Electric boiler,0,30,DK1,56.2082,8.8777,24.03012274
Electric boiler91DK,DK,Name91,Electric boiler,0,30,DK2,55.9432,12.2722,15.28082374
Electric boiler92DK,DK,Name92,Electric boiler,0,30,DK1,57.4611,9.9786,15.54258023
Electric boiler93DK,DK,Name93,Electric boiler,0,30,DK1,56.4759,9.3602,15.689727
Electric boiler94DK,DK,Name94,Electric boiler,0,30,DK1,54.9237,9.8673,19.27511769
Electric boiler95DK,DK,Name95,Electric boiler,0,30,DK1,56.4168,10.8738,18.90396396
Electric boiler96DK,DK,Name96,Electric boiler,0,30,DK2,54.7818,11.8708,15.66324295
Electric boiler97DK,DK,Name97,Electric boiler,0,30,DK2,55.2089,11.729,17.34821823
Electric boiler98DK,DK,Name98,Electric boiler,0,30,DK1,56.2573,9.8692,14.79513028
Electric boiler99DK,DK,Name99,Electric boiler,0,30,DK2,55.416,11.3446,14.12399879
Electric boiler100DK,DK,Name100,Electric boiler,0,30,DK1,57.4253,10.5253,17.65226672
Electric boiler101DK,DK,Name101,Electric boiler,0,30,DK1,56.9669,8.7152,23.09644042
Electric boiler102DK,DK,Name102,Electric boiler,0,30,DK1,55.3138,10.7826,15.78847579
Electric boiler103DK,DK,Name103,Electric boiler,0,30,SE4,55.095,14.712,17.25006054
Electric boiler104DK,DK,Name104,Electric boiler,0,30,DK1,55.252,9.4866,20.18758661
Electric boiler105DK,DK,Name105,Electric boiler,0,30,DK2,54.8287,11.1677,23.93953105
Electric boiler106DK,DK,Name106,Electric boiler,0,30,DK2,54.777,11.511,21.28090077
Electric boiler107DK,DK,Name107,Electric boiler,0,30,DK2,55.4614,11.8245,17.7543038
Electric boiler108DK,DK,Name108,Electric boiler,0,30,DK1,56.3887,10.4168,15.00925981
Electric boiler109DK,DK,Name109,Electric boiler,0,30,DK2,55.0121,11.9103,15.57897727
Electric boiler110DK,DK,Name110,Electric boiler,0,30,DK2,55.9694,12.0104,16.02872198
Electric boiler111DK,DK,Name111,Electric boiler,0,30,DK1,55.4743,9.1597,17.39871656
Electric boiler112DK,DK,Name112,Electric boiler,0,27.48517188,DK1,56.3768,9.6553,23.89816005
Electric boiler113DK,DK,Name113,Electric boiler,0,23.836875,DK1,55.9355,8.5,14.69439778
Electric boiler114DK,DK,Name114,Electric boiler,0,23.8165625,DK1,56.3198,10.0333,20.54729246
Electric boiler115DK,DK,Name115,Electric boiler,0,23.4275625,DK1,56.9881,9.2885,19.15872123
Electric boiler116DK,DK,Name116,Electric boiler,0,20.9620625,DK1,56.8877,9.819,21.84882669
Electric boiler117DK,DK,Name117,Electric boiler,0,20.7146875,DK1,54.9393,10.7163,17.9819848
Electric boiler118DK,DK,Name118,Electric boiler,0,20.56215,DK1,55.2377,10.4848,15.4828015
Electric boiler119DK,DK,Name119,Electric boiler,0,18.738875,DK1,56.1961,10.6804,20.8204182
Electric boiler120DK,DK,Name120,Electric boiler,0,18.7225,DK1,56.0911,9.7799,20.09244729
Electric boiler121DK,DK,Name121,Electric boiler,0,17.4671875,SE4,55.062,15.12,23.75469994
Electric boiler122DK,DK,Name122,Electric boiler,0,16.9974375,DK1,57.1553,9.7452,15.30831844
Electric boiler123DK,DK,Name123,Electric boiler,0,16.9913091,DK2,55.435,11.5598,14.92706269
Electric boiler124DK,DK,Name124,Electric boiler,0,16.79671875,DK2,55.3272,11.1632,16.70392935
Electric boiler125DK,DK,Name125,Electric boiler,0,16.683125,DK1,55.0952,10.2482,14.89841322
Electric boiler126DK,DK,Name126,Electric boiler,0,16.65225694,DK1,56.2824,9.432,22.32271217
Electric boiler127DK,DK,Name127,Electric boiler,0,15.2996875,DK2,54.758,11.8259,20.27582883
Electric boiler128DK,DK,Name128,Electric boiler,0,14.62743056,DK1,56.1522,9.9059,20.31772053
Electric boiler129DK,DK,Name129,Electric boiler,0,14.46672569,DK1,56.6922,9.4941,16.64278567
Electric boiler130DK,DK,Name130,Electric boiler,0,14.4540625,DK1,56.7479,8.4191,14.92708373
Electric boiler131DK,DK,Name131,Electric boiler,0,14.23253125,DK1,54.9224,9.5978,14.32430812
Electric boiler132DK,DK,Name132,Electric boiler,0,13.7896875,DK1,56.7681,9.3362,18.27562427
Electric boiler133DK,DK,Name133,Electric boiler,0,13.65574688,DK2,55.5059,11.2845,23.99027685
Electric boiler134DK,DK,Name134,Electric boiler,0,13.543125,DK2,56.1104,12.3264,15.20360766
Electric boiler135DK,DK,Name135,Electric boiler,0,13.28845486,DK1,56.424,10.3776,14.87190779
Electric boiler136DK,DK,Name136,Electric boiler,0,13.26184375,DK1,54.8196,9.3617,20.33233598
Electric boiler137DK,DK,Name137,Electric boiler,0,13.098125,DK2,54.9904,12.2862,21.55298207
Electric boiler138DK,DK,Name138,Electric boiler,0,12.88290625,DK1,56.023,8.3783,16.39271635
Electric boiler139DK,DK,Name139,Electric boiler,0,12.76521875,DK1,56.8591,9.8911,22.69204287
Electric boiler140DK,DK,Name140,Electric boiler,0,12.62708333,DK2,54.6623,11.3597,19.86810688
Electric boiler141DK,DK,Name141,Electric boiler,0,12.07781281,DK1,55.9444,9.1223,19.545412
Electric boiler142DK,DK,Name142,Electric boiler,0,12.0775,DK2,55.9658,11.884,20.7978193
Electric boiler143DK,DK,Name143,Electric boiler,0,11.96875,DK2,55.8317,11.9964,23.21511116
Electric boiler144DK,DK,Name144,Electric boiler,0,11.68116753,DK1,56.307,10.4619,16.73050191
Electric boiler145DK,DK,Name145,Electric boiler,0,11.367575,DK1,54.8546,10.5147,19.66355265
Electric boiler146DK,DK,Name146,Electric boiler,0,10.6633125,DK1,56.1523,9.9932,23.53032014
Electric boiler147DK,DK,Name147,Electric boiler,0,10.5340625,DK2,54.7195,11.9282,17.44123147
Electric boiler148DK,DK,Name148,Electric boiler,0,10.50890625,DK1,55.4308,9.2928,22.98634349
Electric boiler149DK,DK,Name149,Electric boiler,0,10.49375,DK1,55.0527,8.9577,18.10543713
Electric boiler150DK,DK,Name150,Electric boiler,0,10.4765625,DK1,55.7576,9.4253,18.87525745
Electric boiler151DK,DK,Name151,Electric boiler,0,10.3,DK1,55.383,8.9564,14.4986527
Electric boiler152DK,DK,Name152,Electric boiler,0,10.556875,SE4,55.076,14.913,22.72636466
Electric boiler153DK,DK,Name153,Electric boiler,0,10.539375,SE4,55.156,14.724,20.75443832
Electric boiler154DK,DK,Name154,Electric boiler,0,10.1459375,DK1,54.7984,10.7171,14.80528676
Electric boiler155DK,DK,Name155,Electric boiler,0,10.0615625,DK1,57.154,10.2823,18.13770896
Electric boiler156DK,DK,Name156,Electric boiler,0,10.038375,DK1,56.208,10.0457,20.98020098
Electric boiler157DK,DK,Name157,Electric boiler,0,9.83521875,DK1,57.3713,9.7276,16.39208799
Electric boiler158DK,DK,Name158,Electric boiler,0,9.808125,DK1,56.0314,8.8548,22.65729486
Electric boiler159DK,DK,Name159,Electric boiler,0,9.79434375,DK1,56.0422,10.088,21.74298853
Electric boiler160DK,DK,Name160,Electric boiler,0,9.58684375,DK2,55.494,11.9758,16.92035664
Electric boiler161DK,DK,Name161,Electric boiler,0,9.574375,DK1,57.4799,10.1958,18.86078307
Electric boiler162DK,DK,Name162,Electric boiler,0,9.479753125,DK2,55.5968,11.8578,18.93714324
Electric boiler163DK,DK,Name163,Electric boiler,0,9.2284375,DK1,55.0557,9.751,22.7125529
Electric boiler164DK,DK,Name164,Electric boiler,0,8.825,DK1,57.0045,10.3161,16.61033867
Electric boiler165DK,DK,Name165,Electric boiler,0,8.7434375,DK2,55.66,11.4052,16.49386781
Electric boiler166DK,DK,Name166,Electric boiler,0,8.518125,DK1,56.6916,8.2201,16.62601747
